psi_price,lp_size,buyback_size,purchase_count,final_buy_ust_amount,final_psi_price,buyback #0,buyback #1,buyback #2,buyback #3,buyback #4,buyback #5,buyback #6,buyback #7,buyback #8,buyback #9,buyback #10,buyback #11,buyback #12,buyback #13,buyback #14,buyback #15,buyback #16,buyback #17,buyback #18,buyback #19,buyback #20,buyback #21,buyback #22,buyback #23
0.0025,500000,35000,3,2000,0.0032803267009499596,0.0026245402875223426,0.0028690957076114706,0.0031245207074177377
0.0025,500000,35000,6,2000,0.0032803410641268167,0.002566031427613053,0.002685591569483935,0.002807869474083567,0.0029328649596602296,0.003060577848438543,0.003191007966451334
0.0025,500000,35000,12,2000,0.0032803481691920733,0.002536776997651925,0.0025958776052029775,0.0026556577001801114,0.002716117259353694,0.0027772562597409736,0.0028390746786279212,0.0029015724935404605,0.002964749682259717,0.0030286062228044256,0.0030931420934208215,0.0031583572726012078,0.0032242517390505348
0.0025,500000,35000,24,2000,0.0032803517026763407,0.002522149782677265,0.002551530211688167,0.002581080518452342,0.0026108007000345142,0.002640690753498213,0.002670750675956541,0.002700980464514259,0.0027313801162962754,0.0027619496284454295,0.0027926889981274763,0.002823598222518483,0.002854677298802252,0.0028859262241943983,0.002917344995908356,0.002948933611190912,0.002980692067292507,0.0030126203614691894,0.003044718491017217,0.0030769864532184028,0.003109424245398634,0.0031420318648712558,0.003174809308981415,0.003207756575075688,0.003240873660522532
0.0025,500000,70000,3,2000,0.0041308119829836735,0.002741558007352021,0.0032524048286984996,0.003806718566641413
